Acórdão;0004160-11.2017.4.01.4300;Pedido de Uniformização de Interpretação de Lei (Turma);LUCIANE MERLIN CLÈVE KRAVETZ;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;10/11/2022;11/11/2022;11/11/2022;EMBARGOS DE DECLARAÇÃO. PEDIDO DE UNIFORMIZAÇÃO DE INTERPRETAÇÃO DE LEI. TEMA 284 DA TNU. TESE JURÍDICA FIXADA. ESCLARECIMENTO. APERFEIÇOAMENTO. POSSIBILIDADE. PROVIMENTO.            ;A Turma Nacional de Uniformização decidiu, por unanimidade, ACOLHER os embargos de declaração, nos termos do voto da Juíza Relatora.         ;"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000216472v3&amp;codigo_crc=dc7b2fad"
Acórdão;5016386-38.2019.4.04.7200;Pedido de Uniformização de Interpretação de Lei (Turma);SUSANA SBROGIO GALIA;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;18/08/2022;19/08/2022;19/08/2022;"PEDIDO DE UNIFORMIZAÇÃO NACIONAL. OBJETO DE AFETAÇÃO EM REPRESENTATIVO DE CONTROVÉRSIA - TEMA 303: ""SABER SE A REGULARIDADE DO REGISTRO GERAL DA ATIVIDADE PESQUEIRA (RGP) É REQUISITO INDISPENSÁVEL PARA CONCESSÃO DE SEGURO-DEFESO AO(À) PESCADOR(A)ARTESANAL, NOS TERMOS DO ARTIGO 2º, § 2º, INCISO I, DA LEI Nº 10.779/2003"". SEGURO-DEFESO. PESCADOR ARTESANAL. REGISTRO GERAL DA ATIVIDADE PESQUEIRA - RGP. DISPENSA DE APRESENTAÇÃO. COMPROVAÇÃO DA ATIVIDADE POR OUTROS MEIOS DE PROVA. IMPOSSIBILIDADE.ACORDO JUDICIAL FIRMADO NO ÂMBITO DA AÇÃO CIVIL PÚBLICA Nº 1012072-89.2018.401.3400, COM EFEITOS NACIONAIS. TESE FIRMADA: ""1. NOS TERMOS DO ARTIGO 2º, § 2º, INCISO I, DA LEI Nº 10.779/2003, A REGULARIDADE DO REGISTRO GERAL DA ATIVIDADE PESQUEIRA (RGP)ÉREQUISITO NECESSÁRIO PARA CONCESSÃO DE SEGURO-DEFESO AO(À) PESCADOR(A) ARTESANAL; 2. ESTE REQUISITO PODERÁ SER SUBSTITUÍDO PELO PROTOCOLO DE SOLICITAÇÃO DE REGISTRO INICIAL PARA LICENÇA DE PESCADOR PROFISSIONAL ARTESANAL - PRGP, OBSERVADOS OS TERMOS DOACORDO JUDICIAL FIRMADO ENTRE O INSS E A DPU, NO ÂMBITO DA AÇÃO CIVIL PÚBLICA - ACP Nº 1012072-89.2018.401.3400, COM EFEITOS NACIONAIS. "". INCIDENTE DESPROVIDO.            ";"A Turma Nacional de Uniformização decidiu, por unanimidade DAR PARCIAL provimento ao incidente de uniformização, nos termos do voto da Juíza Relatora, julgando-o como representativo de controvérsia, para fixar a seguinte tese do Tema 303: 1. Nos termosdo artigo 2º, § 2º, inciso I, da Lei nº 10.779/2003, a regularidade do Registro Geral da Atividade Pesqueira (RGP) é requisito necessário para concessão de seguro-defeso ao(à) pescador(a) artesanal; 2. Este requisito poderá ser substituído peloProtocolo de Solicitação de Registro Inicial para Licença de Pescador Profissional Artesanal - PRGP, observados os termos do acordo judicial firmado entre o INSS e a DPU, no âmbito da Ação Civil Pública - ACP nº 1012072-89.2018.401.3400, com efeitosnacionais”. A Juíza Federal Caroline Medeiros e Silva acompanhou a relatora com apresentação de voto complementar.         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000204911v8&amp;codigo_crc=21cdd22c"
Acórdão;0002227-28.2019.4.01.3202;Pedido de Uniformização de Interpretação de Lei (Turma);SUSANA SBROGIO GALIA;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;18/08/2022;22/08/2022;22/08/2022;"PEDIDO DE UNIFORMIZAÇÃO DE INTERPRETAÇÃO DE LEI. ADMINISTRATIVO E PROCESSUAL CIVIL. AUXÍLIO-TRANSPORTE. MILITARES. AUSÊNCIA DE PRÉVIO REQUERIMENTO ADMINISTRATIVO. TERMO INICIAL. OBJETO DE AFETAÇÃO EM REPRESENTATIVO DE CONTROVÉRSIA: ""SABER SE É POSSÍVELO PAGAMENTO RETROATIVO DE AUXÍLIO-TRANSPORTE AOS MILITARES, INDEPENDENTEMENTE DE PRÉVIO REQUERIMENTO ADMINISTRATIVO, RESPEITADA A EVENTUAL OCORRÊNCIA DE PRESCRIÇÃO"".            ";"A Turma Nacional de Uniformização decidiu, por unanimidade, conhecer do pedido de uniformização, indicando o tema para ser julgado sob a sistemática dos recursos representativos de controvérsia, nos termos do voto da Juíza Relatora, com a seguinteQuestão Controvertida: ""Saber se é possível o pagamento retroativo de auxílio-transporte aos militares, independentemente de prévio requerimento administrativo, respeitada a eventual ocorrência de prescrição"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000206157v5&amp;codigo_crc=72bb2fe8"
Acórdão;0506533-24.2021.4.05.8400;Pedido de Uniformização de Interpretação de Lei (Turma);SUSANA SBROGIO GALIA;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;18/08/2022;22/08/2022;22/08/2022;"PEDIDO DE UNIFORMIZAÇÃO DE INTERPRETAÇÃO DE LEI. ADMINISTRATIVO. MAJORAÇÃO DO ADICIONAL DE HABILITAÇÃO MILITAR. EQUIVALÊNCIA ENTRE O CURSO DE APERFEIÇOAMENTO DE SARGENTOS (CAS) E O CURSO DE HABILITAÇÃO AO QUADRO AUXILIAR DE OFICIAIS (CHQAO).PRÉ-REQUISITO PARA A PROMOÇÃO DE PRAÇAS PARA OFICIAIS DO QUADRO AUXILIAR DE OFICIAIS (QAO). PATENTE DE OFICIAL ADQUIRIDA ANTES DA VIGÊNCIA DA PORTARIA Nº 70-EME, DE 21 DE MAIO DE 2012, QUE NORMATIZOU O CHQAO. OBJETO DE AFETAÇÃO EM REPRESENTATIVO DECONTROVÉRSIA: ""SABER SE É POSSÍVEL EQUIPARAR O CURSO DE APERFEIÇOAMENTO DE SARGENTOS (CAS) E O CURSO DE HABILITAÇÃO AO QUADRO AUXILIAR DE OFICIAIS (CHQAO), PARA FINS DE MAJORAÇÃO DO ADICIONAL DE HABILITAÇÃO MILITAR, QUANDO O MILITAR ALCANÇOU OOFICIALATO ANTES VIGÊNCIA DA PORTARIA Nº 70-EME, DE 21 DE MAIO DE 2012"".            ";"A Turma Nacional de Uniformização decidiu, por unanimidade, conhecer do pedido de uniformização, indicando o tema para ser julgado sob a sistemática dos recursos representativos de controvérsia, nos termos do voto da Juíza Relatora, com a seguinteQuestão Controvertida: ""Saber se é possível equiparar o Curso de Aperfeiçoamento de Sargentos (CAS) e o Curso de Habilitação ao Quadro Auxiliar de Oficiais (CHQAO), para fins de majoração do Adicional de Habilitação Militar, quando o militar alcançou ooficialato antes vigência da Portaria nº 70-EME, de 21 de maio de 2012"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000205554v4&amp;codigo_crc=ac790afe"
Acórdão;5001816-07.2020.4.04.7008;Pedido de Uniformização de Interpretação de Lei (Turma);FRANCISCO GLAUBER PESSOA ALVES;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;18/08/2022;22/08/2022;22/08/2022;"PEDIDO DE UNIFORMIZAÇÃO DE INTERPRETAÇÃO DE LEI.  DÉCIMO TERCEIRO SALÁRIO.  ADICIONAL DE TERÇO DE FÉRIAS. FÉRIAS PROPORCIONAIS. INCIDÊNCIA NA BASE DE CÁLCULO DA LICENÇA-PRÊMIO. DIVERGÊNCIA NÃO DEMONSTRADA. QUESTÃO DE ORDEM N. 22 DA TNU. INCIDENTE NÃOCONHECIDO NESSA PARTE. NATUREZA JURÍDICA DO AUXÍLIO-ALIMENTAÇÃO PARA FINS DE INTEGRAÇÃO NA BASE DE CÁLCULO DA LICENÇA-PRÊMIO. PROPOSTA DE AFETAÇÃO. QUESTÃO JURÍDICA CONTROVERTIDA: ""O AUXÍLIO-ALIMENTAÇÃO INTEGRA A BASE DE CÁLCULO DA LICENÇA-PRÊMIO NÃOUSUFRUÍDA E CONVERTIDA EM PECÚNIA?"". INCIDENTE PARCIALMENTE CONHECIDO E, NA PARTE CONHECIDO, AFETADO COMO REPRESENTATIVO DE CONTROVÉRSIA.            ";"A Turma Nacional de Uniformização decidiu, por unanimidade, a) NÃO CONHECER, em parte, do Incidente de Uniformização de Lei Federal em relação à questão da integração do décimo terceiro salário (ainda que proporcional), do adicional de terço de férias(ainda que também de forma proporcional) ou mesmo das férias proporcionais na base de cálculo da licença-prêmio não usufruída e convertida em pecúnia; b) CONHECER E AFETAR o recurso como representativo de controvérsia, com a seguinte QuestãoControvertida: ""O auxílio-alimentação integra a base de cálculo da licença-prêmio não usufruída e convertida em pecúnia?"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000205271v12&amp;codigo_crc=5df39f47"
Acórdão;5008955-78.2018.4.04.7202;Pedido de Uniformização de Interpretação de Lei (Turma);JAIRO DA SILVA PINTO;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;23/06/2022;23/06/2022;23/06/2022;"PEDIDO DE UNIFORMIZAÇÃO REPRESENTATIVO DA CONTROVÉRSIA. TEMA 219/TNU. QUESTÃO SUBMETIDA A JULGAMENTO: SABER SE É POSSÍVEL O CÔMPUTO DO TEMPO DE SERVIÇO RURAL ÀQUELE QUE TENHA MENOS DE 12 ANOS DE IDADE.  RE 1.225.475, QUE TEM POR OBJETO AÇÃO CIVILPÚBLICA AJUIZADA PELO MINISTÉRIO PÚBLICO FEDERAL EM FACE DO INSTITUTO NACIONAL DO SEGURO SOCIAL, PARA QUE A AUTARQUIA SE ABSTENHA DE FIXAR IDADE MÍNIMA PARA FINS DE RECONHECIMENTO DE TEMPO DE SERVIÇO E DE CONTRIBUIÇÃO PELO EXERCÍCIO DAS ATIVIDADESPREVISTAS NO ART. 11 DA LEI 8.213/91. ENTENDIMENTO DO STF NO SENTIDO DE QUE ""O ART. 7°, XXXIII, DA CONSTITUIÇÃO FEDERAL NÃO PODE SER INTERPRETADO EM PREJUÍZO DA CRIANÇA OU ADOLESCENTE QUE EXERCE ATIVIDADE LABORAL. REGRA CONSTITUCIONAL QUE BUSCA APROTEÇÃO E DEFESA DOS TRABALHADORES NÃO PODE SER UTILIZADA PARA PRIVÁ-LOS DOS SEUS DIREITOS, INCLUSIVE, PREVIDENCIÁRIOS"". AS ATIVIDADES RURAIS, POR SUA PRÓPRIA NATUREZA, EXIGEM, REGRA GERAL, BOM VIGOR FÍSICO PARA SUA EXECUÇÃO, POIS SÃO EXERCIDAS DEMODORÚSTICO, EM CÉU ABERTO, COM EXPOSIÇÃO ÀS INTEMPÉRIES. EM DECORRÊNCIA DESSA CIRCUNSTÂNCIA, HÁ ENTENDIMENTO NO SENTIDO DE NÃO SER CRÍVEL QUE UMA CRIANÇA DE ATÉ DOZE ANOS DE IDADE INCOMPLETOS, POSSUA VIGOR FÍSICO NECESSÁRIO PARA O EXERCÍCIO PLENO DAATIVIDADE RURAL, SENDO SUA PARTICIPAÇÃO NAS LIDES CAMPESINAS, COMO REGRA, DE CARÁTER LIMITADO, SECUNDÁRIO. TODAVIA, CADA SER HUMANO TEM SUA PRÓPRIA COMPLEIÇÃO FÍSICA, POSSIBILITANDO EXCEÇÃO À REGRA DE QUE ALGUÉM COM IDADE INFERIOR A 12 (DOZE) ANOS NÃOTENHA ""VIGOR FÍSICO NECESSÁRIO PARA O EXERCÍCIO PLENO DA ATIVIDADE RURAL"". HAVENDO COMPROVAÇÃO DE QUE A PESSOA COM IDADE INFERIOR A 12 (DOZE) ANOS TENHA, DE FATO, EXERCIDO ATIVIDADE RURAL, DEVE-SE RECONHECER O LABOR CAMPESINO EFETIVAMENTE COMPROVADO, ENÃO FECHAR OS OLHOS PARA A REALIDADE FÁTICA, PREJUDICANDO AQUELES A QUEM SE DEVERIA CONFERIR MAIOR PROTEÇÃO SOCIAL. PRECEDENTES DO SUPERIOR TRIBUNAL DE JUSTIÇA E DA TURMA NACIONAL DE UNIFORMIZAÇÃO DOS JUIZADOS ESPECIAIS FEDERAIS. PEDIDO DEUNIFORMIZAÇÃOPROVIDO. RETORNO DOS AUTOS À TURMA RECURSAL DE ORIGEM, PARA QUE REANALISE A QUESTÃO, ADOTANDO A SEGUINTE TESE: É POSSÍVEL O CÔMPUTO DO TEMPO DE SERVIÇO RURAL EXERCIDO POR PESSOA COM IDADE INFERIOR A 12 (DOZE) ANOS NA ÉPOCA DA PRESTAÇÃO DO LABORCAMPESINO.            ";"A Turma Nacional de Uniformização decidiu, por unanimidade, DAR PROVIMENTO ao pedido de uniformização, nos termos do voto do Juiz Relator, julgando-o como representativo de controvérsia, para fixar a seguinte tese do Tema 219: ""É possível o cômputo dotempo de serviço rural exercido por pessoa com idade inferior a 12 (doze) anos na época da prestação do labor campesino"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000166018v14&amp;codigo_crc=b30a9df4"
Acórdão;5007366-70.2017.4.04.7110;Pedido de Uniformização de Interpretação de Lei (Turma);IVANIR CESAR IRENO JUNIOR;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;23/06/2022;24/06/2022;24/06/2022;PEDIDO DE UNIFORMIZAÇÃO DE INTERPRETAÇÃO DE LEI FEDERAL. REPRESENTATIVO DE CONTROVÉRSIA. TEMA 286. DIREITO PREVIDENCIÁRIO. PENSÃO POR MORTE. SEGURADO FACULTATIVO DE BAIXA RENDA. CONTRIBUIÇÕES DE 5% NÃO VALIDADAS. COMPLEMENTAÇÃO APÓS O ÓBITO DOSEGURADO.POSSIBILIDADE. CONCORDÂNCIA DO INSS. HIPÓTESE DIVERSA DA SÚMULA 52 DA TNU. PUIL IMPROVIDO COM FIXAÇÃO DA TESE.            ;"A Turma Nacional de Uniformização decidiu, por unanimidade, NEGAR PROVIMENTO ao pedido de uniformização, nos termos do voto complementar do Juiz Relator IVANIR CESAR IRENO JUNIOR, julgando-o como representativo de controvérsia, para fixar a seguintetese para o Tema 286: ""Para fins de pensão por morte, é possível a complementação, após o óbito, pelos dependentes, das contribuições recolhidas em vida, a tempo e modo, pelo segurado facultativo de baixa renda do art. 21, §2º, II, 'b', da Lei8.212/91,da alíquota de 5% para as de 11% ou 20%, no caso de não validação dos recolhimentos"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000189907v4&amp;codigo_crc=d3ca2d7f"
Acórdão;5007569-27.2020.4.04.7110;Pedido de Uniformização de Interpretação de Lei (Turma);SUSANA SBROGIO GALIA;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;23/06/2022;23/06/2022;23/06/2022;"PEDIDO DE UNIFORMIZAÇÃO NACIONAL. AUXÍLIO-EMERGENCIAL. PANDEMIA DE COVID - 19. LEI N.º 13.982/2020. COMPROVAÇÃO DE PREENCHIMENTO DOS REQUISITOS LEGAIS. RENDA FAMILIAR. OBJETO DE AFETAÇÃO EM REPRESENTATIVO DE CONTROVÉRSIA. FIXAÇÃO DO TEMACONTROVERTIDO: ""SABER SE AS CONDIÇÕES ESTABELECIDAS NO ARTIGO 2º, INCISO IV, DA LEI Nº 13.982/2020 - QUE IMPEDEM A CONCESSÃO DO AUXÍLIO EMERGENCIAL A QUEM AUFERIU (I) RENDA FAMILIAR MENSAL PER CAPITA SUPERIOR A 1/2 (MEIO) SALÁRIO-MÍNIMO OU (II) RENDAFAMILIAR MENSAL TOTAL ACIMA DE 3 (TRÊS) SALÁRIOS MÍNIMOS - DEVEM SER CONCOMITANTEMENTE EXIGIDAS OU SE BASTA A COMPROVAÇÃO DO ATENDIMENTO DE UMA DELAS PARA CONCESSÃO DO BENEFÍCIO"".1. AUSENTE CONTROVÉRSIA COM RELAÇÃO AO DIREITO MATERIAL, NÃO CABE AO PODER JUDICIÁRIO ALTERAR SISTEMÁTICA DE IMPLANTAÇÃO DO BENEFÍCIO QUE ESTÁ SENDO EXECUTADA PELA ADMINISTRAÇÃO PÚBLICA E ATENDE À PRETENSÃO DOS CIDADÃOS.  2. TESE FIXADA: ""PARA CONCESSÃO DO AUXÍLIO EMERGENCIAL, AS CONDIÇÕES ESTABELECIDAS NO ARTIGO 2º, INCISO IV, DA LEI Nº 13.982/2020 - (I) RENDA FAMILIAR MENSAL PER CAPITA SUPERIOR A 1/2 (MEIO) SALÁRIO-MÍNIMO E (II) RENDA FAMILIAR MENSAL TOTAL ACIMA DE 3(TRÊS) SALÁRIOS MÍNIMOS - DEVEM SER  EXIGIDAS DE FORMA ALTERNATIVA, SEGUNDO PROCEDIMENTO ADOTADO PELA ADMINISTRAÇÃO PÚBLICA.""3. INCIDENTE PROVIDO.            ";"A Turma Nacional de Uniformização decidiu, por unanimidade, DAR PROVIMENTO ao pedido de uniformização, nos termos do voto da Juíza Relatora, julgando-o como representativo de controvérsia, para fixar a seguinte tese do Tema 295: ""Para concessão doAuxílio Emergencial, as condições estabelecidas no artigo 2º, inciso IV, da Lei nº 13.982/2020 - (i) renda familiar mensal per capita superior a 1/2 (meio) salário-mínimo e (ii) renda familiar mensal total acima de 3 (três) salários mínimos - devem serexigidas de forma alternativa, segundo procedimento adotado pela Administração Pública"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000197835v9&amp;codigo_crc=db9bd7bd"
Acórdão;0004582-91.2018.4.02.5053;Pedido de Uniformização de Interpretação de Lei (Turma);IVANIR CESAR IRENO JUNIOR;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;23/06/2022;27/06/2022;27/06/2022;"PEDIDO DE UNIFORMIZAÇÃO DE INTERPRETAÇÃO DE LEI FEDERAL. DIREITO CONSTITUCIONAL E ASSISTENCIAL. CRITÉRIOS DE ACESSO AO PROGRAMA BOLSA-FAMÍLIA. CONCEITO DE RENDA FAMILIAR MENSAL E RENDA FAMILIAR MENSAL PER CAPITA. INCLUSÃO OU NÃO DO VALOR PERCEBIDOA TITULO DE LOAS/BPC POR INTEGRANTE DO GRUPO FAMILIAR. INCLUSÃO EXPRESSAMENTE PREVISTA NA LEGISLAÇÃO DE REGÊNCIA. ESCOLHA LEGISLATIVA/ADMINISTRATIVA LEGÍTIMA E REVERENTE AO TEXTO CONSTITUCIONAL. PUIL IMPROVIDO COM FIXAÇÃO DE TESE: ""O BPC/LOAS (IDOSO OUDEFICIENTE) INTEGRA OS CONCEITOS DE RENDA FAMILIAR MENSAL E RENDA FAMILIAR PER CAPITA PARA FINS DE AFERIÇÃO DOS CRITÉRIOS DE ACESSO AO PROGRAMA BOLSA-FAMÍLIA"".            ";"A Turma Nacional de Uniformização decidiu, por unanimidade, NEGAR PROVIMENTO ao pedido de uniformização, nos termos do voto do Juiz Relator, julgando-o como representativo de controvérsia, para fixar a seguinte tese do Tema 296: ""o BPC/LOAS (idoso oudeficiente) integra os conceitos de renda familiar mensal e renda familiar per capita para fins de aferição dos critérios de acesso ao programa Bolsa-família"".         ";"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000204205v4&amp;codigo_crc=5a54f73d"
Acórdão;5001319-31.2018.4.04.7115;Pedido de Uniformização de Interpretação de Lei (Turma);FABIO DE SOUZA SILVA;;TNU;TURMA NACIONAL DE UNIFORMIZAÇÃO;15/09/2022;16/09/2022;16/09/2022;EMBARGOS DE DECLARAÇÃO. TEMA 298 TNU. EFEITOS INFRINGENTES. REQUERIMENTO DE INCLUSÃO, NA TESE, DE DIRETRIZES PROCESSUAIS NÃO DEBATIDAS NO PROCESSO. PEDIDO DE MODULAÇÃO TEMPORAL, SOB O ARGUMENTO DE SUPERAÇÃO DO TEMA 53. TODAS AS QUESTÕES FORAMENFRENTADAS EXPRESSAMENTE PELO ACÓRDÃO EMBARGADO. INEXISTÊNCIA DE OMISSÕES OU CONTRADIÇÕES. EMBARGOS CONHECIDOS E NÃO PROVIDOS.            ;A Turma Nacional de Uniformização decidiu, por unanimidade, CONHECER e NEGAR PROVIMENTO aos embargos de declaração, nos termos do voto do Juiz Relator.         ;"https://eproctnu.cjf.jus.br/eproc/externo_controlador.php?acao=inteiro_teor&amp;codigo_verificador=900000211087v3&amp;codigo_crc=715a638e"
